density,temperature,TPSA,MW,LogP,HallKierAlpha,delta_phi
44121.21233333333,630,31.5,18.015,-0.8247,-0.04,-0.1402546470990083
44686.86888888889,630,31.5,18.015,-0.8247,-0.04,-0.1466970485479288
45252.52544444444,630,31.5,18.015,-0.8247,-0.04,-0.154268289205674
45818.18199999999,630,31.5,18.015,-0.8247,-0.04,-0.163013739099828
46383.83855555555,630,31.5,18.015,-0.8247,-0.04,-0.1729814584349499
46949.49511111111,630,31.5,18.015,-0.8247,-0.04,-0.1842223169812004
47515.151666666665,630,31.5,18.015,-0.8247,-0.04,-0.1967901245047445
48080.808222222215,630,31.5,18.015,-0.8247,-0.04,-0.2107417706675048
48646.46477777777,630,31.5,18.015,-0.8247,-0.04,-0.2261373727660873
49212.12133333333,630,31.5,18.015,-0.8247,-0.04,-0.2430404297714377
49777.777888888886,630,31.5,18.015,-0.8247,-0.04,-0.2615179813457116
50343.43444444444,630,31.5,18.015,-0.8247,-0.04,-0.2816407708223533
50909.09099999999,630,31.5,18.015,-0.8247,-0.04,-0.303483411508699
51474.74755555555,630,31.5,18.015,-0.8247,-0.04,-0.3271245560818059
52040.40411111111,630,31.5,18.015,-0.8247,-0.04,-0.3526470692723172
52606.06066666666,630,31.5,18.015,-0.8247,-0.04,-0.3801382044496278
53171.71722222221,630,31.5,18.015,-0.8247,-0.04,-0.4096897851168609
53737.37377777777,630,31.5,18.015,-0.8247,-0.04,-0.4413983926878065
54303.03033333333,630,31.5,18.015,-0.8247,-0.04,-0.4753655622406566
54868.686888888886,630,31.5,18.015,-0.8247,-0.04,-0.5116979882222931
55434.34344444444,630,31.5,18.015,-0.8247,-0.04,-0.5505077423133232
56000.0,630,31.5,18.015,-0.8247,-0.04,-0.5919125058574362
0.001,680,31.5,18.015,-0.8247,-0.04,-0.7246089948449853
565.6575555555555,680,31.5,18.015,-0.8247,-0.04,-0.8285357801054103
1131.314111111111,680,31.5,18.015,-0.8247,-0.04,-0.9154150091915207
1696.9706666666666,680,31.5,18.015,-0.8247,-0.04,-0.9871912872313474
2262.6272222222224,680,31.5,18.015,-0.8247,-0.04,-1.0455787788399298
2828.2837777777777,680,31.5,18.015,-0.8247,-0.04,-1.092104959554473
3393.940333333333,680,31.5,18.015,-0.8247,-0.04,-1.1281407805937187
3959.596888888889,680,31.5,18.015,-0.8247,-0.04,-1.1549220543145944
4525.2534444444445,680,31.5,18.015,-0.8247,-0.04,-1.173565097991811
5090.91,680,31.5,18.015,-0.8247,-0.04,-1.1850786124986277
5656.566555555555,680,31.5,18.015,-0.8247,-0.04,-1.1903731048106998
6222.223111111111,680,31.5,18.015,-0.8247,-0.04,-1.1902687289119638
6787.879666666667,680,31.5,18.015,-0.8247,-0.04,-1.185502128699999
7353.536222222222,680,31.5,18.015,-0.8247,-0.04,-1.1767326664957702
7919.192777777778,680,31.5,18.015,-0.8247,-0.04,-1.1645482802512055
8484.849333333334,680,31.5,18.015,-0.8247,-0.04,-1.1494711119543346
9050.505888888889,680,31.5,18.015,-0.8247,-0.04,-1.1319629764900103
9616.162444444444,680,31.5,18.015,-0.8247,-0.04,-1.1124306858947794
10181.819,680,31.5,18.015,-0.8247,-0.04,-1.091231203075932
10747.475555555557,680,31.5,18.015,-0.8247,-0.04,-1.0686765701472711
11313.13211111111,680,31.5,18.015,-0.8247,-0.04,-1.0450385451490516
11878.788666666667,680,31.5,18.015,-0.8247,-0.04,-1.020552901392363
12444.445222222224,680,31.5,18.015,-0.8247,-0.04,-0.9954234119678512
13010.101777777778,680,31.5,18.015,-0.8247,-0.04,-0.9698256551346304
13575.758333333331,680,31.5,18.015,-0.8247,-0.04,-0.9439108872158746
14141.414888888889,680,31.5,18.015,-0.8247,-0.04,-0.9178102417519292
14707.071444444444,680,31.5,18.015,-0.8247,-0.04,-0.8916393217117959
15272.728,680,31.5,18.015,-0.8247,-0.04,-0.8655028284575064
15838.384555555556,680,31.5,18.015,-0.8247,-0.04,-0.8394983581385969
16404.04111111111,680,31.5,18.015,-0.8247,-0.04,-0.8137182144986704
16969.697666666667,680,31.5,18.015,-0.8247,-0.04,-0.7882483957585816
17535.35422222222,680,31.5,18.015,-0.8247,-0.04,-0.7631649278342919
18101.010777777778,680,31.5,18.015,-0.8247,-0.04,-0.738529044778852
18666.66733333333,680,31.5,18.015,-0.8247,-0.04,-0.7143833245369081
19232.323888888888,680,31.5,18.015,-0.8247,-0.04,-0.6907520460859742
19797.980444444445,680,31.5,18.015,-0.8247,-0.04,-0.6676464006780863
20363.637,680,31.5,18.015,-0.8247,-0.04,-0.6450710674579629
20929.29355555556,680,31.5,18.015,-0.8247,-0.04,-0.6230299852537833
21494.95011111111,680,31.5,18.015,-0.8247,-0.04,-0.6015296924562089
22060.606666666667,680,31.5,18.015,-0.8247,-0.04,-0.5805799304417738
22626.26322222222,680,31.5,18.015,-0.8247,-0.04,-0.5601923372019778
23191.919777777777,680,31.5,18.015,-0.8247,-0.04,-0.5403784851670549
23757.57633333333,680,31.5,18.015,-0.8247,-0.04,-0.5211482904559961
24323.232888888888,680,31.5,18.015,-0.8247,-0.04,-0.5025092843662469
24888.889444444445,680,31.5,18.015,-0.8247,-0.04,-0.4844667344664521
25454.546,680,31.5,18.015,-0.8247,-0.04,-0.467024310545768
26020.20255555556,680,31.5,18.015,-0.8247,-0.04,-0.4501849228650332
26585.85911111111,680,31.5,18.015,-0.8247,-0.04,-0.4339514422107375
27151.515666666663,680,31.5,18.015,-0.8247,-0.04,-0.4183271542799147
27717.172222222223,680,31.5,18.015,-0.8247,-0.04,-0.403315937188772
28282.828777777777,680,31.5,18.015,-0.8247,-0.04,-0.3889222418020482
28848.48533333333,680,31.5,18.015,-0.8247,-0.04,-0.3751509885897346
29414.141888888887,680,31.5,18.015,-0.8247,-0.04,-0.3620074814714911
29979.798444444445,680,31.5,18.015,-0.8247,-0.04,-0.3494973996161216
30545.455,680,31.5,18.015,-0.8247,-0.04,-0.3376268838271538
31111.111555555555,680,31.5,18.015,-0.8247,-0.04,-0.326402699692481
31676.768111111112,680,31.5,18.015,-0.8247,-0.04,-0.3158324415100947
32242.424666666662,680,31.5,18.015,-0.8247,-0.04,-0.3059247388296019
32808.081222222216,680,31.5,18.015,-0.8247,-0.04,-0.296689436757263
33373.73777777777,680,31.5,18.015,-0.8247,-0.04,-0.2881377356833524
33939.39433333333,680,31.5,18.015,-0.8247,-0.04,-0.2802822899674694
34505.05088888889,680,31.5,18.015,-0.8247,-0.04,-0.2731372745255598
35070.70744444444,680,31.5,18.015,-0.8247,-0.04,-0.2667184319491588
35636.363999999994,680,31.5,18.015,-0.8247,-0.04,-0.2610431116669754
36202.02055555555,680,31.5,18.015,-0.8247,-0.04,-0.2561303088116397
36767.67711111111,680,31.5,18.015,-0.8247,-0.04,-0.2520007060555728
37333.333666666666,680,31.5,18.015,-0.8247,-0.04,-0.2486767182656215
37898.990222222215,680,31.5,18.015,-0.8247,-0.04,-0.2461825380441171
38464.64677777777,680,31.5,18.015,-0.8247,-0.04,-0.2445441799883834
39030.30333333333,680,31.5,18.015,-0.8247,-0.04,-0.2437895223044845
39595.95988888889,680,31.5,18.015,-0.8247,-0.04,-0.2439483456696528
40161.61644444444,680,31.5,18.015,-0.8247,-0.04,-0.2450523704770291
40727.273,680,31.5,18.015,-0.8247,-0.04,-0.2471352945322588
41292.92955555555,680,31.5,18.015,-0.8247,-0.04,-0.2502328337984172
41858.58611111111,680,31.5,18.015,-0.8247,-0.04,-0.2543827689101943
42424.242666666665,680,31.5,18.015,-0.8247,-0.04,-0.2596249999755868
42989.899222222215,680,31.5,18.015,-0.8247,-0.04,-0.2660016117447037
43555.55577777777,680,31.5,18.015,-0.8247,-0.04,-0.2735569506486958
44121.21233333333,680,31.5,18.015,-0.8247,-0.04,-0.2823377145777882
44686.86888888889,680,31.5,18.015,-0.8247,-0.04,-0.2923930556470357
45252.52544444444,680,31.5,18.015,-0.8247,-0.04,-0.3037746956407919
45818.18199999999,680,31.5,18.015,-0.8247,-0.04,-0.3165370533710574
46383.83855555555,680,31.5,18.015,-0.8247,-0.04,-0.3307373828500566
46949.49511111111,680,31.5,18.015,-0.8247,-0.04,-0.3464359209726477
47515.151666666665,680,31.5,18.015,-0.8247,-0.04,-0.3636960433277385
48080.808222222215,680,31.5,18.015,-0.8247,-0.04,-0.382584426798974
48646.46477777777,680,31.5,18.015,-0.8247,-0.04,-0.4031712177577931
49212.12133333333,680,31.5,18.015,-0.8247,-0.04,-0.4255302048774888
49777.777888888886,680,31.5,18.015,-0.8247,-0.04,-0.4497389958853415
50343.43444444444,680,31.5,18.015,-0.8247,-0.04,-0.4758791978997051
50909.09099999999,680,31.5,18.015,-0.8247,-0.04,-0.5040366013530775
51474.74755555555,680,31.5,18.015,-0.8247,-0.04,-0.5343013678627243
52040.40411111111,680,31.5,18.015,-0.8247,-0.04,-0.5667682227645415
52606.06066666666,680,31.5,18.015,-0.8247,-0.04,-0.6015366533619303
53171.71722222221,680,31.5,18.015,-0.8247,-0.04,-0.6387111142515665
53737.37377777777,680,31.5,18.015,-0.8247,-0.04,-0.678401241367842
54303.03033333333,680,31.5,18.015,-0.8247,-0.04,-0.7207220766330851
54868.686888888886,680,31.5,18.015,-0.8247,-0.04,-0.7657943053136239
55434.34344444444,680,31.5,18.015,-0.8247,-0.04,-0.8137445083614793
56000.0,680,31.5,18.015,-0.8247,-0.04,-0.8647054321746148
0.001,730,31.5,18.015,-0.8247,-0.04,-1.1051196534065653
565.6575555555555,730,31.5,18.015,-0.8247,-0.04,-1.1596116015425242
1131.314111111111,730,31.5,18.015,-0.8247,-0.04,-1.203904764479418
1696.9706666666666,730,31.5,18.015,-0.8247,-0.04,-1.239033381150183
2262.6272222222224,730,31.5,18.015,-0.8247,-0.04,-1.2659478527115553
2828.2837777777777,730,31.5,18.015,-0.8247,-0.04,-1.2855236120923472
3393.940333333333,730,31.5,18.015,-0.8247,-0.04,-1.2985675436139656
3959.596888888889,730,31.5,18.015,-0.8247,-0.04,-1.3058227779926692
4525.2534444444445,730,31.5,18.015,-0.8247,-0.04,-1.307972448168345
5090.91,730,31.5,18.015,-0.8247,-0.04,-1.3056428140202183
5656.566555555555,730,31.5,18.015,-0.8247,-0.04,-1.299406039012012
6222.223111111111,730,31.5,18.015,-0.8247,-0.04,-1.2897828113344598
6787.879666666667,730,31.5,18.015,-0.8247,-0.04,-1.2772449352267
7353.536222222222,730,31.5,18.015,-0.8247,-0.04,-1.2622179679954304
7919.192777777778,730,31.5,18.015,-0.8247,-0.04,-1.245083940417092
8484.849333333334,730,31.5,18.015,-0.8247,-0.04,-1.2261841698228049
9050.505888888889,730,31.5,18.015,-0.8247,-0.04,-1.2058221542915517
9616.162444444444,730,31.5,18.015,-0.8247,-0.04,-1.184266521640538
10181.819,730,31.5,18.015,-0.8247,-0.04,-1.161753997291209
10747.475555555557,730,31.5,18.015,-0.8247,-0.04,-1.138492349799449
11313.13211111111,730,31.5,18.015,-0.8247,-0.04,-1.1146632712049127
11878.788666666667,730,31.5,18.015,-0.8247,-0.04,-1.0904251508114189
12444.445222222224,730,31.5,18.015,-0.8247,-0.04,-1.0659157050679968
13010.101777777778,730,31.5,18.015,-0.8247,-0.04,-1.0412544324328104
13575.758333333331,730,31.5,18.015,-0.8247,-0.04,-1.0165448700124773
14141.414888888889,730,31.5,18.015,-0.8247,-0.04,-0.9918766378170968
14707.071444444444,730,31.5,18.015,-0.8247,-0.04,-0.9673272659402852
15272.728,730,31.5,18.015,-0.8247,-0.04,-0.9429638089624204
15838.384555555556,730,31.5,18.015,-0.8247,-0.04,-0.9188442593899336
16404.04111111111,730,31.5,18.015,-0.8247,-0.04,-0.8950187770440626
16969.697666666667,730,31.5,18.015,-0.8247,-0.04,-0.8715307532926809
17535.35422222222,730,31.5,18.015,-0.8247,-0.04,-0.848417727639078
18101.010777777778,730,31.5,18.015,-0.8247,-0.04,-0.8257121699447396
18666.66733333333,730,31.5,18.015,-0.8247,-0.04,-0.8034421362432856
19232.323888888888,730,31.5,18.015,-0.8247,-0.04,-0.7816318009781953
19797.980444444445,730,31.5,18.015,-0.8247,-0.04,-0.7603018702135834
20363.637,730,31.5,18.015,-0.8247,-0.04,-0.7394698911457307
20929.29355555556,730,31.5,18.015,-0.8247,-0.04,-0.7191504890077982
21494.95011111111,730,31.5,18.015,-0.8247,-0.04,-0.6993555826273575
22060.606666666667,730,31.5,18.015,-0.8247,-0.04,-0.6800946425435191
22626.26322222222,730,31.5,18.015,-0.8247,-0.04,-0.6613750494875538
23191.919777777777,730,31.5,18.015,-0.8247,-0.04,-0.643202580583849
23757.57633333333,730,31.5,18.015,-0.8247,-0.04,-0.625582002209144
24323.232888888888,730,31.5,18.015,-0.8247,-0.04,-0.6085177007122952
24888.889444444445,730,31.5,18.015,-0.8247,-0.04,-0.5920142575054302
25454.546,730,31.5,18.015,-0.8247,-0.04,-0.5760768859793916
26020.20255555556,730,31.5,18.015,-0.8247,-0.04,-0.5607116883939051
26585.85911111111,730,31.5,18.015,-0.8247,-0.04,-0.5459257407707138
27151.515666666663,730,31.5,18.015,-0.8247,-0.04,-0.53172705139509
27717.172222222223,730,31.5,18.015,-0.8247,-0.04,-0.5181244538460421
28282.828777777777,730,31.5,18.015,-0.8247,-0.04,-0.5051274917417116
28848.48533333333,730,31.5,18.015,-0.8247,-0.04,-0.4927463384573775
29414.141888888887,730,31.5,18.015,-0.8247,-0.04,-0.4809917778047325
29979.798444444445,730,31.5,18.015,-0.8247,-0.04,-0.4698752542121823
30545.455,730,31.5,18.015,-0.8247,-0.04,-0.4594089851567302
31111.111555555555,730,31.5,18.015,-0.8247,-0.04,-0.4496061167592007
31676.768111111112,730,31.5,18.015,-0.8247,-0.04,-0.4404808977203034
32242.424666666662,730,31.5,18.015,-0.8247,-0.04,-0.4320488477566713
32808.081222222216,730,31.5,18.015,-0.8247,-0.04,-0.4243269029640474
33373.73777777777,730,31.5,18.015,-0.8247,-0.04,-0.4173335292998461
33939.39433333333,730,31.5,18.015,-0.8247,-0.04,-0.4110888037065081
34505.05088888889,730,31.5,18.015,-0.8247,-0.04,-0.4056144682401246
35070.70744444444,730,31.5,18.015,-0.8247,-0.04,-0.400933965200871
35636.363999999994,730,31.5,18.015,-0.8247,-0.04,-0.3970724611361967
36202.02055555555,730,31.5,18.015,-0.8247,-0.04,-0.3940568658204374
36767.67711111111,730,31.5,18.015,-0.8247,-0.04,-0.3919158500939584
37333.333666666666,730,31.5,18.015,-0.8247,-0.04,-0.3906798646228706
37898.990222222215,730,31.5,18.015,-0.8247,-0.04,-0.390381160588473
38464.64677777777,730,31.5,18.015,-0.8247,-0.04,-0.3910538130056801
39030.30333333333,730,31.5,18.015,-0.8247,-0.04,-0.3927337475419369
39595.95988888889,730,31.5,18.015,-0.8247,-0.04,-0.3954587720726038
40161.61644444444,730,31.5,18.015,-0.8247,-0.04,-0.3992686145252713
40727.273,730,31.5,18.015,-0.8247,-0.04,-0.4042049687143032
41292.92955555555,730,31.5,18.015,-0.8247,-0.04,-0.4103115498075971
41858.58611111111,730,31.5,18.015,-0.8247,-0.04,-0.4176341608301626
42424.242666666665,730,31.5,18.015,-0.8247,-0.04,-0.426220771243041
42989.899222222215,730,31.5,18.015,-0.8247,-0.04,-0.4361216082031786
43555.55577777777,730,31.5,18.015,-0.8247,-0.04,-0.4473892606603734
44121.21233333333,730,31.5,18.015,-0.8247,-0.04,-0.460078796027615
44686.86888888889,730,31.5,18.015,-0.8247,-0.04,-0.4742478887992664
45252.52544444444,730,31.5,18.015,-0.8247,-0.04,-0.4899569602098395
45818.18199999999,730,31.5,18.015,-0.8247,-0.04,-0.5072693278377487
46383.83855555555,730,31.5,18.015,-0.8247,-0.04,-0.5262513639636137
46949.49511111111,730,31.5,18.015,-0.8247,-0.04,-0.5469726614916944
47515.151666666665,730,31.5,18.015,-0.8247,-0.04,-0.5695062063261092
48080.808222222215,730,31.5,18.015,-0.8247,-0.04,-0.5939285552505498
48646.46477777777,730,31.5,18.015,-0.8247,-0.04,-0.6203200185755233
49212.12133333333,730,31.5,18.015,-0.8247,-0.04,-0.6487648470797731
49777.777888888886,730,31.5,18.015,-0.8247,-0.04,-0.679351423063583
50343.43444444444,730,31.5,18.015,-0.8247,-0.04,-0.7121724556423662
50909.09099999999,730,31.5,18.015,-0.8247,-0.04,-0.7473251807216159
51474.74755555555,730,31.5,18.015,-0.8247,-0.04,-0.7849115664048703
52040.40411111111,730,31.5,18.015,-0.8247,-0.04,-0.8250385248798081
52606.06066666666,730,31.5,18.015,-0.8247,-0.04,-0.8678181321039076
53171.71722222221,730,31.5,18.015,-0.8247,-0.04,-0.9133678568602602
53737.37377777777,730,31.5,18.015,-0.8247,-0.04,-0.961810800980382
54303.03033333333,730,31.5,18.015,-0.8247,-0.04,-1.0132759527268291
54868.686888888886,730,31.5,18.015,-0.8247,-0.04,-1.0678984555024962
55434.34344444444,730,31.5,18.015,-0.8247,-0.04,-1.1258198942025666
56000.0,730,31.5,18.015,-0.8247,-0.04,-1.1871886016574218
